Feedback ID,Comment,Rating,Feedback Date,Product ID,Customer ID
166,Enough storage to my DSLR.Really low price for a Class 10 card.U can use several of this and make a Linux based SSD.,5,23/12/2020,153,42
167,"it is handy. 64gb is a good size. even though many devices claim only to support up to 32 gb card, many of them actually do support 64g card.i like sandisk, it is a brand you can always trust (not saying they dont have lemon,but it's happened to everything).",5,30/12/2020,217,374
168,I bought this for my Raspberry Pi.  It is large enough to run a full LAMP server.  The price / speed are a good bargain.,5,30/12/2020,41,252
169,"it is very good, thanks SanDisk,you must have it with gopro cam to get the benefit of cam, yap.",5,30/12/2020,227,76
170,"I use this for a Raspberry Pi, in the SD adapter, and it works so far.Also appeared to be the genuine part, although the prolific Sandisk counterfeiters have gotten really sneaky in recent years.I like getting MicroSDHC cards because they can be adapted to different device sizes.  For example, let's say I buy a used phone or e-reader that needs a memory card, and I'm not using my Pi -- I can just take the Pi's card, take it out of the adapter, and put it in the other device, rather than pay more money and wait a week for delivery of a new one.",4,30/12/2020,125,245
171,Just popped it in and moved some apps to the card and works great.  Video is handled quickly and all apps start fast.,5,01/01/2021,69,394
172,This is a great buy. It work just fine and I use it everyday in my cell phone. The adapter is great when moving files from my computer to my cell phone. Will buy again if the opportunity presents itself.,5,01/01/2021,247,402
173,oh how I have waited for this...works in S3 Samsung Galaxyworks in Note 3 Samsungexcellent transfer rates close to rated speeds (25mbs achieved)using this to make a music collection truly portable  (so nice to not have to carry 2 devices anymore)hope this review helps,5,01/01/2021,249,179
174,"This Micro SD card is perfect for any smartphone user looking to expand the storage on their device. I personally am using one in my Samsung Galaxy Note 3. Works like a charm. It is adequately fast, cheap, and fairly reliable. If you are looking for extremely fast speeds however, you should consider the SanDisk Extreme series which are the fastest MicroSD cards in the world. My card came with an adapter that this card plugs into and it becomes a full sized SD card. If you are looking to use this in a camera or any other device that uses SD cards, please look elsewhere. These cards are not nearly as fast as the full sized SD cards used in cameras. The adapter should only be used for transporting data from the phone or other device, to a computer. All in all, these are a great buy for any smartphone user looking for a higher storage capacity. The price fluctuates often, so catch em while there cheep! I got mine for around $30.",4,01/01/2021,241,118
175,"I bought this on August of 2013.  As of April 2014 the card stopped functioning.  It can still be read, but the writing capability is gone.  That's less than one year.  I'm extremely disappointed in the longevity of this card.  My usage of it has been on my Galaxy S4.  I have about 40Gb of data in it.  Guess I'm going to have to look for another card that has a longer lifespan than this one.",1,14/02/2021,29,304
176,"Why would you get anything less?  64GB of instantaneous movies, video, music or pictures.  If you have an Android phone that's capable of accepting micro SD cards go ahead and get you one or two.",5,11/03/2021,106,103
177,"I originally bought an off-brand card for my new GS4 because the price seemed so good. Then, the day after I took a lot of pictures...they all mysteriously vanished :'(So, since I've had only good experiences with SanDisk in the past, I immediately found this card (which I was happy was on sale at the time) and bought it. I've had absolutely no problems and I expect it to continue working for a long time *knock on wood*BOTTOM LINEThis is a quality product. DON'T buy cards without a respectable brand name.",5,11/03/2021,99,286
178,"I routinely use SDXC cards up to 128GB, and this card was unreadable on arrival.  Both of my PCs said it needed to be formatted, and as a last resort I let one of them try (Windows 7/i7with up-to-date SDXC drivers), and it could not format it.  It's on its way back to Amazon.  I'm glad their returns are so easy!",1,11/03/2021,209,483
179,"Always good, what else can I say ?",5,11/03/2021,35,360
180,Works as expected.  Based on price and performance this may be a best of breed product.  I have found the SanDisk brand to be dependable.,5,13/03/2021,169,376
181,"It is a memory card, fast as any other class10 card, and SanDisk units rarely lose data.  I wish these guys would keep their marketing on the backside leaving some white space on top so we could write things.  The cheapo-brands do this but not the big guys - idiots.",4,13/03/2021,250,234
182,So this product is a large disappointment...bought it to use in my tablet but the card is forever getting corrupted....I've reformatted the card a few times but it's to the point now that even a reformat doesn't work..  Wasted money...don't recommend purchasing.,2,13/04/2021,159,4
183,"My first card ordered was bad - my tablet and my computer wouldn't write to it, wouldn't read it. Amazon replaced it immediately and my new card is perfect. Reads and writes very fast, much faster than the HC in my phone. I'm glad I got the HC 1 for my tablet.",5,13/04/2021,91,399
184,I purchased this and could not get it to work. Then I discovered that SanDisk has an app for it. So if you are stressing over this not working in your android device no worries go get the app it will work.,5,25/04/2021,235,211
185,As usual anything from San Dish is a quality product.  Bought to use with my Surface Pro.  Works as described and fast connection.,5,31/05/2021,132,27
186,"I purchased 2 of these and am very happy with both. Good transfer rates. I found my last SD card caused the camera in my phone to delay when taking shots, but this one allows my phone to take pic's very quickly! :)",5,11/10/2020,164,166
187,"Bought this for my wife's Samsung TL240, which kept locking up with a lesser speed SD card. After throwing this card in there, the camera rarely locks up when taking pictures back-to-back. If you are shooting 10+ MP and taking pictures back-to-back or shooting HD vid, it's a good idea to upgrade to a Class 10 card.",5,11/10/2020,216,185
188,"My Samsung Galaxy Note 2 came with 8 gigs of internal memory. I discovered that apps can only be written to the internal 8 gigs of memory so I didn't want to fill up the internal memory with pictures, videos, music, etc.  I purchased the 64 GB San Disk Ultra MicroSDXC Class 10 card. I found a video on youtube to learn how to insert the card since I could find nothing on it in the phone's user guide.  It's real easy. Turn the Note phone off. Remove the Note's back plate. You see a plaque saying SD card in the upper left quadrant of the phone. Simply place the microsd card face up with the metallic pins facing down and towards the right into the depressed slot area to the left of the SD card plaque. Then slowly and gently slide the microsd card under the plaque until it clicks. If it isn't in correctly, it will tend to move back out from under the plaque. Do not force. Replace the back plate on the phone. Turn the phone on.  Go to settings, storage.  At the bottom of the page, you will see SD Card.  If the microsd card was inserted correctly, you will see the additional GBs of storage displayed there.  You will also see Reformat SD card and Remove SD card.  Use these settings to erase data from the microsd card, and to remove it from the phone.  Do not try to remove the microsd card from the phone without first activating the Remove SD Card setting.  You can damage the card and the phone.  The card came quickly and San Disk is a reliable brand. It's great to have the Class 10 rating too.",5,22/10/2020,120,489
189,64GB...delivered fast and installed quick! Works like it should at reasonable price. I only wish I could get more memory in my Note 3...so much media!!,5,22/10/2020,91,21
190,"Absolutely great product, will recommend. Great price. Used it on Note 10.1 and Note 2 phone. If you download a lot of music and movies, a must have.",5,30/12/2020,103,147
191,a fast memory card with room to spare at an amazing price. Suitable for Lots of Smart Phone Movies Fastest storage available today IMHO!,5,30/12/2020,178,298
192,Arrived quickly and in perfect condition.  It works well with my camera using its standard size adapter and then is readable by my Note 8.  Seems quick enough for my Canon G12.  I would recommend this.,4,30/12/2020,8,41
193,"Big card, a lot faster than the card that came with my phone. Allows me to switch to video and take pics faster. If you are going to get a cloud storage program think about just getting a couple big cards instead makes downloading and accessing chunks of data a lot easier.",5,09/07/2021,165,78
194,Bought it for memory in the smartphone.  So far it does what it is supposed to. Remember what I save..,5,09/07/2021,177,115
195,bought one for my GS3 phone and when I bought my wife the same got her one too.  They seem to work seamlessly.Perhaps over kill for us but cheaper per gig than smaller gig chips...,5,09/07/2021,81,422
196,Bought this for a Samsung note 2014 ed. This will give me plenty of data storage as I will be using the note to some quick picture editing,5,09/07/2021,190,125
197,Bought this for my new Samsung Galaxy S4.  It worked right away with no troubles.  Only time will tell. :),4,09/07/2021,131,460
198,"Bought this memory card as a spare for my Samsung Tab 2 10.1.  It works great, and allows me to bring extra movies, songs, and audiobooks with me to play on the tablet when I travel on vacations.",4,09/07/2021,217,273
199,"Bought this to add storage to a Sansa Fuze MP3 player.The card formatted correctly and works quite smoothly with the device.I also tried it using the adapter, in my Kodak digital camera and it was recognized instantly.  Pictures were saved quickly, allowing the camera to shoot again without undue delay.",5,09/07/2021,11,241
200,Bought this to use in my 8 inch Onda tablet.  No problems or issues installing or using.  Have about three months.  Would recommend to others.,4,09/07/2021,134,336
201,Can't go wrong with this class 10 card cheap and works great may have to buy another one as a spare.,5,09/07/2021,222,128
202,"Fast, reliable, plenty of size for the money. I ran Sandisk memory zone on this and was reading between 22 and 29 mbps. Not quite the 30 that it is supposedly rated at, but that is with a lot of apps installed and running off of the device.",5,09/07/2021,212,366
203,"Good memory card, a gift given to junior partner, after receiving very beautiful, beautiful packaging, received a big surprise, do not know how to evaluate it.",5,09/07/2021,3,1
204,Good value for the money.  This is a class ten rated card which has a fast speed and from a good manufacturer.,5,09/07/2021,105,443
205,Got it for my Note 10.1 and it's great being able to pop it into my computer via the adapter to load large amounts of pictures on and then back into my tablet. Kinda wishing I got a larger capacity one.,5,11/10/2020,55,198
206,"Got this for my Galxy S3 - had another brand that the phone kept losing contact with and that corrupted a few files.  Much faster transfers with this - I got the 64GB version for my  Note 10.1. As always, super-fast shipping with Amazon Prime.",5,11/10/2020,132,154
207,Great micro SD card for smartphones or other products. I wanted something with a high transfer rate so that taking HD video there would be no lag.,5,11/10/2020,233,86
208,Great price for 32gb SD card; It was delivered on time and I got it download from my previous SC card with out any problems. Great shopping for electronic stuff at Amazon.,5,11/10/2020,88,293
209,"Great price for a great chip, it worked perfectly in my new smart phone.  I swapped out a 4 Gig chip with this one, and now I have lots of excess storage capacity.",5,11/10/2020,210,201
210,Great value for extra storage on cell phones. Adapter included with memory disk allows easy interface with standard computer card reader interfaces.,5,11/10/2020,156,473
211,"Had to return this item, it would not fit properly into the adapter that it came with.  Return was no problem, but I am reluctant to buy another one.",1,11/10/2020,13,173
212,"haven't been able to use this in the capacity that I bought it, for a tablet pro, but I have used it in a usb adapter and it works well there.",5,11/10/2020,22,64
213,Have this for a action cam - works great so far.  Can't wait for my zip line tour.  Was not expensive as you would think for this size of memory card.,5,11/10/2020,52,386
214,"Having used SanDisk before in my photography, I of course went to them when it was time to outfit my new Samsung Galaxy S3 with an internal microSD card. I spent the extra bucks over comparably ""no name"" Micro SD cards and bought this variant. I took quite a few pictures and even transferred an album from my computer so I coud show it to friends on the go.After less than two months, the SanDisk microSD card started acting up. It was not recognized, stopped, restarted, removed itself, reinstalled itself onto the phone - erratic behavior. Here is where I should have taken it out immediately and tried to recover anything I could before things hit the fan...unfortunately I waited too long and this morning, for no other reason than I turned my phone on, the card shows up as blank. Neither my Windows PC, nor my Mac, can even detect the card and yes, i tried two different adapters, and I tried the SanDisk recovery which ""found no recoverable files"" even though I checked all file type extensions.I've apparently lost all the pictures I had on there. To top it all off, my GF's cheap ""no name"" card has never had an issue in her exact same phone and keeps chugging along merrily.Paying a premium for a substandard product that fails in use after two months? No thanks. I'm going back to Lexar, which hasn't failed me yet. I'm also getting rid of all my SanDisk cards for my DSLR's, just in case. The fact that SanDisk is the first card thats ever failed on me, and a new card to boot, does not inspire confidence. Buy and use at your own risk.",1,11/10/2020,123,496
215,"I am very disappointed in this card.  I usually don't have an issue with SanDisk, but this 32GB ultra card died after two months.  Died as in, no longer recognizable by PC / Camera or any device.  Now I have to wrestle with warranty claim.",1,11/10/2020,71,267
216,I bought it because it was a great price for the capacity and rated speed. I use it for storage in my Nook HD+,5,11/10/2020,143,328
217,"I bought this card for my android based phone, soon I started getting messages that my card had been removed and or it was damaged, Tried it in my tablet same thing, and this was not the first card of this brand that I had bought that experienced this problem. Went to several online forums to see what the solution is; then someone hit upon it, it just might be a problem with this brand of cards.I bought a PNY brand micro SD card and had no problem whatsoever.",1,11/10/2020,191,76
218,"I bought this card on the strength of the 64GB XDSC SanDisk in my phone right now.  It was a gift for a friend of mine and sadly it corrupted within minutes of first use.Initially it worked fine, then dead.  We checked in a laptop and Windows Disk Management screen told me it had a single 128K partition and the rest was unusable.  Outstanding.The replacement sent by Amazon (Thank you Amazon, you are always excellent) is sitting in my office right now, I should probably check it out.",1,11/10/2020,55,64
219,"I bought this for my Samsung Galaxy S3 to expand the memory. Best money I could have spent. No issues, works as it should. Fast shipping, great packaging. Worth every penny.",5,11/10/2020,238,238
220,"I bought this to expand the memory on my Galaxy S4. Inexpensive, easily to install, and comes with an adapter to make it a full sized SD card, the SanDisk Ultra should be at the top of your list.",5,11/10/2020,215,79
221,"I had no issue using this with all of the above devices. It is still working strong and I trust SanDisk with all my gear including memory for DSLR use. Had not malfunctioned throughout many different uses and I trust this brand. Although it is more expensive as supposed to other brands, but they are worth extra in my opinion.",5,11/10/2020,184,249
222,I have a lot of music and pictures and keeping them on the card frees up storage for apps that cannot use the card.  Money well spent.,5,11/10/2020,183,112
223,"I have always trusted the SANDISK brand for valuable data.  This was ordered for my tablet and again, great size and quality for the price.",5,11/10/2020,35,316
224,"I have a Samsung Note II and was on the verge of having to uninstall programs when the newest version of Android came out which allowed you to move applications to the external storage.After reading the reviews I purchased this card to replace my 4G card, now I have room for all my pictures videos and tons of apps. The performance is really great from what I can tell , the pictures , videos and apps load quickly and I have not had any issues with this at all.A must have to extend your Android storage.",5,11/10/2020,168,57
225,I have this in a DROID X on Page Plus.  It works perfectly.  transfer speeds were good.  I have no complaints here.,5,11/10/2020,44,427
226,"I have used many memory devices from SanDisk, as well as a couple of Sansa MP3 players. This card lives up to my expectations. It works well in my Samsung Galaxy S3 phone. I haven't bothered with the adapter, but I have no doubt it does its job. It is nice to have it just in case I need to read the card outside the phone.",5,11/10/2020,182,129
227,I have used this for months on my Galaxy S4 with no issues and it is plenty fast to transfer content to this card.,5,11/10/2020,45,363
228,I just got a Note 3 and while 32gb is great...who wouldn't want another 64gb?  This SD card does what I want it to do and I'm happy with it.,5,11/10/2020,20,117
229,I like things that work and I like things that work the way they're sold to me and when they do I give it a great review so trust me when I say this works and you won't find a faster SD card out there.,5,11/10/2020,58,215
230,"I love this storage unit. I would buy again definitely. Great for pix, videos, docs, or whatever you want to store. I have  it in my ME173x.",5,11/10/2020,87,433
231,"I'm very happy with this item.  My Android has about a 4GB memory, and so this card is ideal for increasing it.Jrroadrunner",5,11/10/2020,255,297
232,"I needed this for my Samsung Galley tablet. It's doing the job it was needed for. I really didn't need the adapter, but most all micro SD cards come with them.",5,11/10/2020,246,116
233,"I needed to get more space on the SD card in  my phone, so naturally! I turned to a product I know for its quality and attention to details.  I want to be sure my photos and other data are held in a safe place.  For the money, you cannot beat this product and I will buy again.",5,11/10/2020,111,109
234,Initially when I inserted the card into the Samsung Galaxy S3 it recognized it but it wasn't able to format it correctly. After doing some research I found a free program EaseUS Partition Master [...] that will format the card into FAT 32 since Windows no longer allows you to do it by default. After formatting it into fat 32 the phone recognized the card and it works great now. I hope this helps anyone else that might run into this problem.,4,11/10/2020,135,145
235,"In some situations, depending on what hardware you intend to use this card in you'll need to format it in a special way using a formatting utility that doesn't come native to windows.  Also, the card gets extremely hot under heavy load.",4,11/10/2020,253,371
236,"Installed this in my Droid Bionic.I just backed up all my data using the included card reader adapter and the card reader slot on the laptop, and copied all data to a folder on my PC. Once done, reversed the process to my new micro sd card.Bionic recognized additional memory, some apps had to run updates, after adding card though this i don't attribute to the card itself it seems likely the apps were referencing something specific with hardware maybe.After the updates programs ran as expected.I did have one issue with PowerAMP media player where all the playlists dissapeared. not sure why and havent yet researched this in the PowerAMP forums. I assume this same issue would occur with any card upgrade.",5,11/10/2020,165,340
237,"In the past, I've bought lots of CF and SD cards and USB keys. Years ago, I bought brands randomly until I had a failure with a particularly high-priced brand. At the time, these critters were tres chere, so I decided to standardize on WD because I'd never had a failure (except for hard drives, but that's a different topic).Now that the price per gig is less than I used to pay per meg, I still stick with WD because I'm using these cards over long periods of time and don't want to lose the data.I recognize that this is anecdotal and may or may not be in line with what Consumer Reports says or others' experience, but by now, I'm a mindless fan and frequently chant ""Roll WiDe.""Now, if only they would get rid of the anti-shoplifting packaging . . . .",5,11/10/2020,83,267
238,I purchased this card for a new Nokia Lumia 520 smart phone I recently purchased to extend the internal memory of the phone.The card works very well.I'd recommend this card for anyone who wants to extend their internal memory for any devise requiring a microSD.,5,11/10/2020,211,382
239,I purchased this to use with my Samsung tablet. It works perfectly and stores a lot of information. I would buy this product again. SanDisk knows how to make memory cards that last!,5,11/10/2020,116,424
240,"I received the memory card in great condition and packing,.  I am very pleased with it.  I put it in an outdoor camera to video comings and goings of wild life.  Works great",5,11/10/2020,97,353
241,"Is very stable and when i use this product in my samsung galaxy 7, sometimes the tablet don't recongnize the memory but the problem is maybe the tablet not the memory i think",4,11/10/2020,172,454
242,"it is an almost required piece for my Samsung tablet.  it was at a good buy. :-)it is easy to use, and easy to install.",5,11/10/2020,67,24
243,it's a class 10 so it's pretty fast.  I am using it in my HTC EVO LTE 4G phone hoping that it had UHS-1 capability.  It doesnt seem to so it's just a class 10.,5,11/10/2020,100,423
244,"Its like having my own personal cloud, So much storage in such a small item. This came at a great price and was in an easy to open package that made it easy to open and use right away. I ended up using it in my smartphone and when the screen cracked, I was able to back up everything to it and remove the card and put it in my laptop.",5,16/10/2020,15,135
245,It works as Expected. No problems installing or anything. It fits my Samsung S4. It shipped really fast and was in packaging that I could open without the use of something sharp.,5,16/10/2020,239,25
246,I use this in my Galaxy Note 3 and seems to work just fine.  I love having lots of memory and the price was good.,5,16/10/2020,94,285
247,"I use this in my Samsung Galaxy Note II. For the money, it's a fantastic value. I haven't noticed any transfer speed issues, and it's been rock-solid reliable for the 3 months I've owned it. I have about 32GB of music stored on it, and every app that can use SD card storage is set to do so, including all my system backups. The ultimate &#34;install and forget&#34; add-on for your phone!",5,16/10/2020,32,323
248,"I've had this card for some time now and I've only had one problem with it and I believe that problem to be with my phone. The card's formatting became corrupted and while I could still copy to and from using my computer, my phone didn't recognize the card. Copying the data off, formatting the card, and copying the data back onto it fixed the issue. It's really nice to have 64GB's of extra data storage on my phone.",5,16/10/2020,63,321
249,"I've purchased this MicroSD card back in January for use in my tablet and my Android smartphone.  I've used this card extensively to transfer music and files and I've found it's rather interchangeable and versatile across a number of surfaces.  The card hasn't corrupted itself or become unusable at any point so I figure, for the value, that's pretty much what I want.  And 32 GB covers the amount of storage I would want for my mobile devices.",5,16/10/2020,142,221
250,I've used this card for about 3 months now and have not had a bit of trouble.  I notice to delay while the phone writes to the memory after taking pictures or shooting full HD video.,5,16/10/2020,151,468
251,"I wasn't absolutely certain if this would work in my Samsung Galaxy SIII (an SGH-I747M) from a regional carrier here in Alaska.I read several reviews, but took a chance the 64GB card would work in my device and was pleased when it arrived.Opting for the &#34;Frustration Free Package&#34; it was a very simple matter to open the little cardboard envelop to retrieve the contents.  A side note here, I do appreciate the Amazon packaging for items such as this, where a clamshell type of container adds no value...The card is well made and seems a quality product.  Installed the card and it was recognized instantly on boot.  The full capacitywas recognized.Maybe I am old school when it comes to memory cards, but I always format them in the device I intend on using them (at least initially.)  In this case, there were no issues.While I haven't scientifically measured read / write speeds of the card, performance is respectable.  I have suffered no issuesrelated to the operation of the card.I would highly recommend this product if you are looking for this capacity and your device will accept the MicroSDXC format.  To that end, several friends have purchased (and been satisfied) with this memory card in their devices.",5,16/10/2020,226,209
252,"I will keep it short and sweet for potential buyers looking for facts and not b.s.I own two of the 32gb size of these cards for about 3 months now. They do work fairly well with cell phones and tablets, yet not so good with cameras, in fact these cards failed to work with my GoPro Hero3 camera and the customer service rep from Gopro claimed (and I happen to agree with him) that this card is not a true class 10 card let alone UHS-1.Benchmarks with my evo 4g with all allocation sizes the write speed never passed beyond 8mb/s while read speeds wondered around 25mb/s far below advertised speeds, well write speeds arent technically advertised (probably because they are of class 4 level)Benchmarks with crystal mark reported speeds even lower (due to adapter) with write speeds around 6mb/s while read speeds wondered around 20mb/s.Needless to say, if you are not worried about speeds and only about storage, these are perfect. If you want to use them for shooting high definition raw footage however, I suggest you not to loose your money on this, because even if your write speeds are around 10mb/s as the card begins to decay it will slow down to become useless.Again this review is based on GoPro camera and high definition raw recording.. For cell phones or for storage it works perfectly well with a bit of false advertisement..",3,16/10/2020,140,353
253,Just what I needed for my digital music collection on my phone.,5,16/10/2020,5,346
254,Memory either works or not what more can be said than it works as designed.  I was very happy with the price.,5,16/10/2020,194,372
255,More than a year in and still going strong. It boosts the memory of the tablet so I can store movies for trips and the tablet stores big files there automatically to save it's own brain for more important things.,5,16/10/2020,9,198
256,"No complaints.  Worked in every piece of electronics I've tried them in.  I've run across fake chips online before, but these are high quality at a good price.",5,16/10/2020,126,392
257,"Not as fast as advertised most of the time, actually slowed down my Note 3 when I filled it with movies leaving only about 8gb free, switched to a faster card due to that, but it could also be the phones fault. All in all it's a good card with good speed and size for the money.",4,16/10/2020,53,3
258,Product supplied as described: 16GB Micro SDHC Class 10 card with Adapter. I purchased this to use in my Samsung Galaxy Tablet and it works perfectly. It is easy to identify from other micro flash cards you may have because of its red/grey color. This is a great memory solution for your stored media for any device!,5,16/10/2020,37,323
259,"Product works as advertised. No issues with install or general use in my mobile phone. It doesn't seem particularly snappy, but that may be more the phone than anything else.",4,16/10/2020,64,258
260,"Quick little puppy, SanDisk makes nice quality stuff with one exception.The adapter that came with it to let it work in the bigger slot failed horribly after 4 days.Adapters, psh!But my Transformer likes it, treats it like a child and it fits very snugly into the latching system (a recent store bought one wiggles?!?)",4,16/10/2020,177,79
261,"Replaced a smaller and slower micro SD card in my phone. I've had other brands corrupt and die in the past. I've grown to only trust SanDisk.It is faster than most other micro-SD cards, the price was right at $27.",4,16/10/2020,231,151
262,"Simply put the card works well in my NOTE 3, gives me the extra space needed and to date has worked flawlessly. I upgraded from a 64GB Sandisk to the 128GB with no issues. Plenty of space available now in my phone and I can keep movies and music local. Some people have scoffed online about using such a large card but the reality of it is that you don't always have data service and when that time comes, such as when you're on a plane, its nice to have access to some movies and music that you've kept on local storage.So far its worked in my NOTE 3 and SG4.",5,16/10/2020,98,111
263,"So I'm not going to pretend to be an expert on sd cards, but I still like this one. It is relatively inexpensive, works wonderfully for the movies I want to store and watch on my samsung galaxy tab 7 2.0, and I haven't had a single problem with storage yet.",5,16/10/2020,104,284
264,"Still working with no problems so far, so it seems to be reliable. Not sure what else to say, but they want more words.",5,16/10/2020,22,497
265,The card arrived promptly and has worked flawlessly in a dashcam. Would recommend purchase to others if they need this kind of card.,5,16/10/2020,20,246
266,"The card looks good, works fine, I didn't do too much test with it.My only complaint until now is the package, there's a line marked on the back for you to cut, I cut along the line, and nothing happened, no opening at all, all cardboard glued tightly. so I cut near the card, only to found I cut the supposed plastic card case/storage shell, now I took it out, and no storage case to store. Not a functional problem, but annoying.",4,16/10/2020,129,361
267,"The package arrived on time, it's very well packed and it's got an adapter. It works perfectly with my phone, though it doesn't allow a computer format, once it's been on the phone, so it asks you to erase everything before you use it on a computer. So if you're planning on buying this for different purposes and devices, gotta be aware of this. I just need for my phone, so I transfer files with my usb cable, that works just right. I also give it a 3 star because it says there are 64gb, but even when it's totally formatted it only reaches to 60gb..sooo, I don't know where my other 4 gb are...anyways, overall it's working well. I do think it's expensive for what it is.",3,16/10/2020,219,2
268,There really isn't much to say about a micro SD card: it either works or it doesn't. I bought this to install in my phone and it seems to be working fine. The fit was perfect and the performance is totally satisfactory. I've never had any trouble with SanDisk products and this will likely be no exception. It was a great value compared to places I had priced locally.,5,16/10/2020,160,62
269,The SanDisk Ultra 16GB memory card has shown no sign of not being exactly what I needed.  A good deal.,4,16/10/2020,123,395
270,This card has worked flawlessly in my phone for about three months! I had an smaller and slower card in it that this replaced. When doing pictures and video you can definitely tell the difference in write speed between a class ten and four.,5,22/10/2020,218,455
271,This chip is holding all my music and photos so they are ready to share with friends and family on my tablet. Quick response and no drop outs or lags.  Price was amazing!!,5,22/10/2020,243,330
272,"This is a great SD card, it's very fast and works well.  I have been using it for my GoPro with no complaints.",5,22/10/2020,95,489
273,This is a very fast microSD card compared to the class 4 speeds. It looks nice and it works. I'm not sure what else I can say other than that I have no problems with it and it hasn't died on my yet.It's been about 4 months at least now in my Samsung Galaxy S3. The S3 had a reputation for breaking sandisk sd cards for some reason and it's only randomly unmounted about 3 times but easily remounted with a take out and put back in with maybe a restart on the phone to refresh some apps to see it. I think this is just because the Galaxy S3 tends to get really hot right below the sd card which might damage it a bit. I don't think they put it in a good spot but that has nothing to do with the card itself so just get it if you want a nice sd card.,5,22/10/2020,209,359
274,"This is the best accessory that you can buy for your smartphone! Simple explanation:1) I loaded all my HD movies onto this micro SD card, inserted it into my Samsung Galaxy S3, and it plays them superbly without ANY delays, as it it up to 30mb/s read speed!2) The most important reason for this being the best accessory for your phone is to think about this: The premium you pay for an iPhone 64GB is $200. The price you pay for this 64GB micro SD card is $50 (depends on Amazon's pricing at the time). That means you get the same thing for $150 less, AND you can interchange your SD card between devices (if you buy a new tablet for example).No brainer.Note that it reads only at 10mb/s, so a 7GB HD movie will take about 10 - 15 minutes to load up.",5,11/10/2020,109,468
275,This is the biggest memory card I have at 32 gig.  It works fine!  I am using it on an 8 inch Dell tablet with Windows 8 and a solid state 8 gig hard drive.,5,11/10/2020,162,413
276,"This is the latest version of the microSD cards Class 10. I purchased it for Asus MemoPad HD 7 tablet which I use mostly to play movies for my son. Since all of our movies are in HD I wanted to ensure I have a fast storage card so movies can play smoothly.This is also very important when taking pictures or videos. The faster the SD card is, the faster the device will process and store the picture and release the camera for the next picture.. with Android 4.2 JellyBean, Google introduced burst picture taking which allow you to long press the shutter and the camera will take several pictures in a row. This is great if you are trying to shoot something in motion. A fast SD card is essential for this feature to work properly.",5,15/10/2020,164,317
277,"This is the SD card you need for your smart phone. I bought this for my S3 and been using it for over a year and it works perfect. I don't think ill ever have to worry about running out of space. Plus the price on Amazon, you cant beat it.",5,15/10/2020,1,186
278,This is the second one of these SanDisk 32 GB MicroSDHC cards I have bought.  One I installed in my Samsung Galaxy S3 and this one I installed in my Samsung Galaxy Tab 3 - 8.0.  These are excellent options for both devices to expand storage.  One of the reasons I went with Samsung products is because you can use MicroSD cards unlike Apple iPhone products where you can't.,5,15/10/2020,180,243
279,"This provides plenty of storage capacity for your tablet and mobile devices - I've put this into all my cellphones and Android tablets. After twelve months of use, downloading music, videos, apps - there is plenty of room left.The class 10 version is also great for phone/tablet cameras as well for a stand alone camera (yes I still use a digital camera - so yesterday). This is a must for HD action video camera/recorder as well. The price continues to drop so it is very affordable now - unless your device can take the 64Gb version - I'd go with the higher capacity for video recording devices.",5,11/10/2020,169,310
280,This was the perfect addition to my Surface tablet.  It came in easy to open packaging and it worked from the moment I pout it in the Microsoft Surface tablet.  Expanded my 32 g tablet to a lot more storage for movies and music.,5,11/10/2020,45,494
281,"This works on my phone and is amazing, however it seems to transfer pretty slowly.  I move a lot of music and movies on and off my phone so it can be annoying.  I'm not sure if my phone or this card is the weak link though.  I have Note 2.Anyways, it was cheap and it works, that is all that matters.  Buy it!!!",4,11/10/2020,200,3
282,This works perfect in my Dell Venue Pro 8. All I had to do was to reformat the card before using it.,5,11/12/2020,203,175
283,Wanted more space on my smartphone.  Works great. What else can I say. Thinking of buying another as a back-up for my stuff.,5,17/12/2020,198,314
284,We bought this to go with our new Samsung Galaxy Tab 4. Works great and allows us to add a lot of videos onto our tablet.,5,17/12/2020,26,296
285,"We use these for our Samsung Galaxy 4s phones and they are amazing because I can now take a gazillion pictures! I only wish that I could separate the pictures on the memory card into folders but that is a Samsung issue, not the memory card issue.",5,17/12/2020,37,384
286,"What is there to say about a sd card. It works, and it's a class 10 card. The price was decent. I needed one for my android tablet, shopped around and this one seemed like the best choice.",5,17/12/2020,111,75
287,"What more can you ask for ?  No errors ever detected by Android OS, and having this unit plugged into my tablet means I'm never without data or pictures that I want.",5,17/12/2020,22,43
288,"When I first got this card, it worked perfectly in my Galaxy S3 phone.  Then, I rooted the phone and installed the Cyanogen Mod ROM to gain additional features not available from my carrier.  The card was instantly corrupted by that ROM, because it's formatted with a filing system the ROM doesn't support.  Fortunately there was nothing on the card I couldn't replace.I ended up having to use a third-party utility to format the card with a filing system supported by both Windows and the ROM.Once properly formatted, there have been no corruption or data loss issues and the card has performed well.If you are using a stock Galaxy S3 ROM, you'll have no problem at all.  You'll find the card roomy and fast.",5,17/12/2020,185,179
289,Worked fine in my Samsung S4 for one year.  Then it stopped allowing writing to the card.  Would not format even on a PC or with another device.  The data is still there but cannot be erased.,1,18/12/2020,115,8
290,Worked with my Samsung Galaxy S3 perfectly. I finally have the space to take all my current digital content with me when I am on a plane.,5,30/12/2020,190,184
